split,case_id,slice_idx,image_prev_path,image_path,image_next_path,infection_mask_path,lung_mask_path,pseudo_label_path,confidence_mask_path,teacher_prob_mean,pseudo_pixels,confidence_pixels,confidence_ratio,pseudo_dice_vs_gt,scribble_pixels
train,coronacases_005,107,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0106.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0107.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0108.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0107.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0107.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0107.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0107.npy,0.009460996836423874,564,14189,0.2165069580078125,0.8826907301162682,27
train,coronacases_005,108,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0107.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0108.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0109.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0108.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0108.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0108.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0108.npy,0.009784417226910591,577,14184,0.2164306640625,0.8533123028506852,22
train,coronacases_005,109,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0108.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0109.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0110.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0109.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0109.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0109.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0109.npy,0.009824900887906551,579,14200,0.2166748046875,0.8608562691237878,26
train,coronacases_005,110,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0109.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0110.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0111.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0110.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0110.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0110.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0110.npy,0.009384479373693466,553,14197,0.2166290283203125,0.8357976653824282,27
train,coronacases_005,111,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0110.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0111.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0112.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0111.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0111.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0111.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0111.npy,0.009113349951803684,530,14153,0.2159576416015625,0.8512396694337818,24
train,coronacases_005,112,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0111.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0112.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0113.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0112.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0112.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0112.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0112.npy,0.00896742194890976,508,14079,0.2148284912109375,0.8694029850868094,24
train,coronacases_005,113,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0112.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0113.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0114.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0113.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0113.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0113.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0113.npy,0.008788873441517353,510,14088,0.2149658203125,0.8929889298991707,25
train,coronacases_005,114,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0113.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0114.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0115.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0114.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0114.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0114.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0114.npy,0.008339324034750462,481,14124,0.21551513671875,0.8457142857289794,24
train,coronacases_005,115,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0114.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0115.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0116.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0115.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0115.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0115.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0115.npy,0.008481974713504314,472,14000,0.213623046875,0.8344370861083786,28
train,coronacases_005,116,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0115.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0116.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0117.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0116.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0116.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0116.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0116.npy,0.008708362467586994,509,13610,0.207672119140625,0.8680297397892165,26
train,coronacases_005,117,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0116.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0117.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0118.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0117.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0117.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0117.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0117.npy,0.008837473578751087,526,13608,0.2076416015625,0.8934108527235066,22
train,coronacases_005,118,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0117.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0118.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0119.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0118.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0118.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0118.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0118.npy,0.008795659989118576,527,13583,0.2072601318359375,0.8924444444540048,32
train,coronacases_005,119,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0118.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0119.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0120.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0119.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0119.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0119.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0119.npy,0.008918039500713348,535,13607,0.2076263427734375,0.8892988929991421,27
train,coronacases_005,120,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0119.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0120.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0121.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0120.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0120.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0120.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0120.npy,0.009037893265485764,534,13520,0.206298828125,0.8673765731009315,26
train,coronacases_005,121,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0120.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0121.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0122.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0121.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0121.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0121.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0121.npy,0.009120148606598377,542,13640,0.2081298828125,0.8900900900999917,25
train,coronacases_005,122,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0121.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0122.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0123.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0122.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0122.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0122.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0122.npy,0.009053654968738556,534,13623,0.2078704833984375,0.9085923217633827,24
train,coronacases_005,123,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0122.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0123.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0124.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0123.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0123.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0123.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0123.npy,0.008994374424219131,538,13637,0.2080841064453125,0.8964912280792551,29
train,coronacases_005,124,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0123.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0124.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0125.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0124.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0124.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0124.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0124.npy,0.008580615743994713,520,13661,0.2084503173828125,0.8761726078915409,28
train,coronacases_005,125,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0124.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0125.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0126.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0125.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0125.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0125.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0125.npy,0.008407783694565296,500,13820,0.21087646484375,0.8788461538578032,24
train,coronacases_005,126,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0125.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0126.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0127.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0126.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0126.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0126.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0126.npy,0.00797222275286913,470,13758,0.209930419921875,0.853846153860207,28
train,coronacases_005,127,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0126.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0127.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0128.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0127.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0127.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0127.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0127.npy,0.0074655902571976185,430,13712,0.209228515625,0.8631090487397786,28
train,coronacases_005,128,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0127.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0128.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0129.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0128.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0128.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0128.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0128.npy,0.006894600577652454,407,13733,0.2095489501953125,0.8462484625035365,28
train,coronacases_005,129,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0128.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0129.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0130.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0129.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0129.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0129.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0129.npy,0.0063940295949578285,371,13779,0.2102508544921875,0.8062827225384447,23
train,coronacases_005,130,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0129.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0130.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0131.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0130.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0130.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0130.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0130.npy,0.006073457654565573,354,13820,0.21087646484375,0.8837209302494592,21
train,coronacases_005,131,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0130.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0131.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0132.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0131.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0131.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0131.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0131.npy,0.006329515017569065,365,13876,0.21173095703125,0.8189910979497046,22
train,coronacases_005,132,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0131.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0132.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0133.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0132.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0132.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0132.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0132.npy,0.006702541373670101,375,13829,0.2110137939453125,0.8632478632673436,19
train,coronacases_005,133,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0132.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0133.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0134.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0133.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0133.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0133.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0133.npy,0.00667172996327281,367,13785,0.2103424072265625,0.8850072780371169,23
train,coronacases_005,134,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0133.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0134.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0135.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0134.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0134.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0134.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0134.npy,0.00617885310202837,352,13853,0.2113800048828125,0.8303448276096076,14
train,coronacases_005,135,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0134.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0135.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0136.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0135.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0135.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0135.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0135.npy,0.006020203698426485,348,13857,0.2114410400390625,0.8892045454702835,18
train,coronacases_005,136,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0135.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0136.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0137.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0136.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0136.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0136.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0136.npy,0.0062164789997041225,370,13848,0.2113037109375,0.8898186889972359,25
train,coronacases_005,137,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0136.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0137.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0138.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0137.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0137.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0137.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0137.npy,0.00645269313827157,389,13850,0.211334228515625,0.8987654321112635,31
train,coronacases_005,138,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0137.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0138.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0139.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0138.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0138.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0138.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0138.npy,0.0064873406663537025,396,13837,0.2111358642578125,0.9032258064640999,19
train,coronacases_005,139,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0138.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0139.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_005_slice_0140.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_005_slice_0139.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0139.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_005_slice_0139.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_005_slice_0139.npy,0.006436290219426155,386,13891,0.2119598388671875,0.9391979301501684,18
