split,case_id,slice_idx,teacher_prob_path,image_path,infection_mask_path,lung_mask_path,scribble_path,prob_min,prob_max,prob_mean
train,study_0264,17,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0264_slice_0017_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0264_slice_017.npy,data/dataset2_mosmed/processed/infection_masks/study_0264_slice_017.npy,data/dataset2_mosmed/processed/lung_masks/study_0264_slice_017.npy,data/dataset2_mosmed/scribbles/study_0264_slice_017.npy,5.1415947382338345e-05,0.9999994039535522,0.01018939632922411
train,study_0264,18,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0264_slice_0018_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0264_slice_018.npy,data/dataset2_mosmed/processed/infection_masks/study_0264_slice_018.npy,data/dataset2_mosmed/processed/lung_masks/study_0264_slice_018.npy,data/dataset2_mosmed/scribbles/study_0264_slice_018.npy,6.908846262376755e-05,0.9964331984519958,0.004448028281331062
train,study_0264,19,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0264_slice_0019_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0264_slice_019.npy,data/dataset2_mosmed/processed/infection_masks/study_0264_slice_019.npy,data/dataset2_mosmed/processed/lung_masks/study_0264_slice_019.npy,data/dataset2_mosmed/scribbles/study_0264_slice_019.npy,0.0001178582533611916,0.8799773454666138,0.005295617505908012
train,study_0264,20,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0264_slice_0020_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0264_slice_020.npy,data/dataset2_mosmed/processed/infection_masks/study_0264_slice_020.npy,data/dataset2_mosmed/processed/lung_masks/study_0264_slice_020.npy,data/dataset2_mosmed/scribbles/study_0264_slice_020.npy,6.917137216078117e-05,0.9999760389328003,0.003559345379471779
train,study_0264,21,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0264_slice_0021_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0264_slice_021.npy,data/dataset2_mosmed/processed/infection_masks/study_0264_slice_021.npy,data/dataset2_mosmed/processed/lung_masks/study_0264_slice_021.npy,data/dataset2_mosmed/scribbles/study_0264_slice_021.npy,0.00013408188533503562,0.9797609448432922,0.007182494271546602
train,study_0264,22,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0264_slice_0022_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0264_slice_022.npy,data/dataset2_mosmed/processed/infection_masks/study_0264_slice_022.npy,data/dataset2_mosmed/processed/lung_masks/study_0264_slice_022.npy,data/dataset2_mosmed/scribbles/study_0264_slice_022.npy,0.00013327505439519882,0.9996631145477295,0.009444033727049828
train,study_0264,23,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0264_slice_0023_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0264_slice_023.npy,data/dataset2_mosmed/processed/infection_masks/study_0264_slice_023.npy,data/dataset2_mosmed/processed/lung_masks/study_0264_slice_023.npy,data/dataset2_mosmed/scribbles/study_0264_slice_023.npy,0.00016399132437072694,0.9979243278503418,0.009596779942512512
train,study_0264,24,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0264_slice_0024_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0264_slice_024.npy,data/dataset2_mosmed/processed/infection_masks/study_0264_slice_024.npy,data/dataset2_mosmed/processed/lung_masks/study_0264_slice_024.npy,data/dataset2_mosmed/scribbles/study_0264_slice_024.npy,0.00017177783593069762,0.9999290108680725,0.014256944879889488
train,study_0264,25,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0264_slice_0025_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0264_slice_025.npy,data/dataset2_mosmed/processed/infection_masks/study_0264_slice_025.npy,data/dataset2_mosmed/processed/lung_masks/study_0264_slice_025.npy,data/dataset2_mosmed/scribbles/study_0264_slice_025.npy,2.0738951207022183e-05,0.9999963045120239,0.0035936154890805483
train,study_0264,26,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0264_slice_0026_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0264_slice_026.npy,data/dataset2_mosmed/processed/infection_masks/study_0264_slice_026.npy,data/dataset2_mosmed/processed/lung_masks/study_0264_slice_026.npy,data/dataset2_mosmed/scribbles/study_0264_slice_026.npy,2.307427530467976e-05,0.9999877214431763,0.006374785210937262
train,study_0264,27,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0264_slice_0027_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0264_slice_027.npy,data/dataset2_mosmed/processed/infection_masks/study_0264_slice_027.npy,data/dataset2_mosmed/processed/lung_masks/study_0264_slice_027.npy,data/dataset2_mosmed/scribbles/study_0264_slice_027.npy,3.654708416434005e-05,0.99903404712677,0.0014712382107973099
train,study_0264,28,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0264_slice_0028_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0264_slice_028.npy,data/dataset2_mosmed/processed/infection_masks/study_0264_slice_028.npy,data/dataset2_mosmed/processed/lung_masks/study_0264_slice_028.npy,data/dataset2_mosmed/scribbles/study_0264_slice_028.npy,3.8647325709462166e-05,0.9987555742263794,0.002495709341019392
train,study_0264,29,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0264_slice_0029_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0264_slice_029.npy,data/dataset2_mosmed/processed/infection_masks/study_0264_slice_029.npy,data/dataset2_mosmed/processed/lung_masks/study_0264_slice_029.npy,data/dataset2_mosmed/scribbles/study_0264_slice_029.npy,2.1334779376047663e-05,0.9989426136016846,0.002055636141449213
train,study_0264,30,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0264_slice_0030_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0264_slice_030.npy,data/dataset2_mosmed/processed/infection_masks/study_0264_slice_030.npy,data/dataset2_mosmed/processed/lung_masks/study_0264_slice_030.npy,data/dataset2_mosmed/scribbles/study_0264_slice_030.npy,4.5972534280736e-05,0.9995632171630859,0.0028151380829513073
train,study_0264,31,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0264_slice_0031_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0264_slice_031.npy,data/dataset2_mosmed/processed/infection_masks/study_0264_slice_031.npy,data/dataset2_mosmed/processed/lung_masks/study_0264_slice_031.npy,data/dataset2_mosmed/scribbles/study_0264_slice_031.npy,5.5551387049490586e-05,0.7591636180877686,0.001475207507610321
train,study_0264,32,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0264_slice_0032_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0264_slice_032.npy,data/dataset2_mosmed/processed/infection_masks/study_0264_slice_032.npy,data/dataset2_mosmed/processed/lung_masks/study_0264_slice_032.npy,data/dataset2_mosmed/scribbles/study_0264_slice_032.npy,2.403988219157327e-05,0.9998254776000977,0.002113642171025276
train,study_0264,33,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0264_slice_0033_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0264_slice_033.npy,data/dataset2_mosmed/processed/infection_masks/study_0264_slice_033.npy,data/dataset2_mosmed/processed/lung_masks/study_0264_slice_033.npy,data/dataset2_mosmed/scribbles/study_0264_slice_033.npy,3.493104668450542e-05,0.999976634979248,0.004279034677892923
train,study_0264,34,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0264_slice_0034_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0264_slice_034.npy,data/dataset2_mosmed/processed/infection_masks/study_0264_slice_034.npy,data/dataset2_mosmed/processed/lung_masks/study_0264_slice_034.npy,data/dataset2_mosmed/scribbles/study_0264_slice_034.npy,1.907155274238903e-05,0.9999637603759766,0.0023748199455440044
train,study_0264,35,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0264_slice_0035_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0264_slice_035.npy,data/dataset2_mosmed/processed/infection_masks/study_0264_slice_035.npy,data/dataset2_mosmed/processed/lung_masks/study_0264_slice_035.npy,data/dataset2_mosmed/scribbles/study_0264_slice_035.npy,8.420257654506713e-05,0.9957951903343201,0.0018111646641045809
train,study_0264,36,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0264_slice_0036_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0264_slice_036.npy,data/dataset2_mosmed/processed/infection_masks/study_0264_slice_036.npy,data/dataset2_mosmed/processed/lung_masks/study_0264_slice_036.npy,data/dataset2_mosmed/scribbles/study_0264_slice_036.npy,0.0002416798088233918,0.3268797993659973,0.021285180002450943
train,study_0265,5,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0005_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_005.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_005.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_005.npy,data/dataset2_mosmed/scribbles/study_0265_slice_005.npy,0.00025820531300269067,0.16581228375434875,0.03501176834106445
train,study_0265,6,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0006_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_006.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_006.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_006.npy,data/dataset2_mosmed/scribbles/study_0265_slice_006.npy,0.00015105503553058952,0.6846977472305298,0.003102715592831373
train,study_0265,7,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0007_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_007.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_007.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_007.npy,data/dataset2_mosmed/scribbles/study_0265_slice_007.npy,4.0410872315987945e-05,0.9986651539802551,0.0018297890201210976
train,study_0265,8,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0008_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_008.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_008.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_008.npy,data/dataset2_mosmed/scribbles/study_0265_slice_008.npy,2.1193332941038534e-05,0.9999754428863525,0.005788625683635473
train,study_0265,9,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0009_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_009.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_009.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_009.npy,data/dataset2_mosmed/scribbles/study_0265_slice_009.npy,4.056948819197714e-05,0.9999995827674866,0.013117479160428047
train,study_0265,10,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0010_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_010.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_010.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_010.npy,data/dataset2_mosmed/scribbles/study_0265_slice_010.npy,7.206266161574604e-08,0.9999873042106628,0.012869257479906082
train,study_0265,11,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0011_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_011.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_011.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_011.npy,data/dataset2_mosmed/scribbles/study_0265_slice_011.npy,3.231563459848985e-05,0.9999967813491821,0.011810105293989182
train,study_0265,12,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0012_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_012.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_012.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_012.npy,data/dataset2_mosmed/scribbles/study_0265_slice_012.npy,1.8310278392164037e-05,0.9999958276748657,0.013952349312603474
train,study_0265,13,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0013_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_013.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_013.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_013.npy,data/dataset2_mosmed/scribbles/study_0265_slice_013.npy,9.218472096783614e-10,0.9999849796295166,0.012291443534195423
train,study_0265,14,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0014_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_014.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_014.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_014.npy,data/dataset2_mosmed/scribbles/study_0265_slice_014.npy,2.1714891772717237e-05,0.9999969005584717,0.011894888244569302
train,study_0265,15,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0015_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_015.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_015.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_015.npy,data/dataset2_mosmed/scribbles/study_0265_slice_015.npy,2.834649058058858e-05,0.999972939491272,0.009977796114981174
train,study_0265,16,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0016_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_016.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_016.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_016.npy,data/dataset2_mosmed/scribbles/study_0265_slice_016.npy,1.897033871500753e-05,0.9999972581863403,0.009652079083025455
train,study_0265,17,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0017_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_017.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_017.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_017.npy,data/dataset2_mosmed/scribbles/study_0265_slice_017.npy,1.7476062566856854e-05,0.9999992847442627,0.011711065657436848
train,study_0265,18,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0018_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_018.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_018.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_018.npy,data/dataset2_mosmed/scribbles/study_0265_slice_018.npy,2.3315351427299902e-05,0.9999997615814209,0.013718885369598866
train,study_0265,19,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0019_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_019.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_019.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_019.npy,data/dataset2_mosmed/scribbles/study_0265_slice_019.npy,2.655569915077649e-05,0.9999938011169434,0.012196354568004608
train,study_0265,20,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0020_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_020.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_020.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_020.npy,data/dataset2_mosmed/scribbles/study_0265_slice_020.npy,1.4660662600363139e-05,0.9999988079071045,0.009693638421595097
train,study_0265,21,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0021_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_021.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_021.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_021.npy,data/dataset2_mosmed/scribbles/study_0265_slice_021.npy,2.3290842364076525e-05,1.0,0.01326995249837637
train,study_0265,22,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0022_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_022.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_022.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_022.npy,data/dataset2_mosmed/scribbles/study_0265_slice_022.npy,1.730779513309244e-05,0.9999973773956299,0.011936587281525135
train,study_0265,23,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0023_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_023.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_023.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_023.npy,data/dataset2_mosmed/scribbles/study_0265_slice_023.npy,9.316390787716955e-06,0.9999991059303284,0.008476178161799908
train,study_0265,24,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0024_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_024.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_024.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_024.npy,data/dataset2_mosmed/scribbles/study_0265_slice_024.npy,2.5605611881474033e-05,0.9999966025352478,0.008764046244323254
train,study_0265,25,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0025_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_025.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_025.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_025.npy,data/dataset2_mosmed/scribbles/study_0265_slice_025.npy,1.6327776393154636e-05,0.9999806880950928,0.0032017959747463465
train,study_0265,26,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0026_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_026.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_026.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_026.npy,data/dataset2_mosmed/scribbles/study_0265_slice_026.npy,5.301057899487205e-05,0.9985805153846741,0.0015259988140314817
train,study_0265,27,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0027_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_027.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_027.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_027.npy,data/dataset2_mosmed/scribbles/study_0265_slice_027.npy,2.272100573463831e-05,0.9984156489372253,0.0010592960752546787
train,study_0265,28,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0028_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_028.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_028.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_028.npy,data/dataset2_mosmed/scribbles/study_0265_slice_028.npy,5.482621054397896e-05,0.9964199662208557,0.0013063878286629915
train,study_0265,29,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0029_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_029.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_029.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_029.npy,data/dataset2_mosmed/scribbles/study_0265_slice_029.npy,2.5755527531146072e-05,0.996671199798584,0.0009202038636431098
train,study_0265,30,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0030_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_030.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_030.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_030.npy,data/dataset2_mosmed/scribbles/study_0265_slice_030.npy,1.8098264263244346e-05,0.9997602105140686,0.001310303108766675
train,study_0265,31,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0031_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_031.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_031.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_031.npy,data/dataset2_mosmed/scribbles/study_0265_slice_031.npy,2.183145988965407e-05,0.9998830556869507,0.0014156913384795189
train,study_0265,32,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0032_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_032.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_032.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_032.npy,data/dataset2_mosmed/scribbles/study_0265_slice_032.npy,4.6714136260561645e-05,0.9984266757965088,0.0009245252003893256
train,study_0265,33,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0033_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_033.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_033.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_033.npy,data/dataset2_mosmed/scribbles/study_0265_slice_033.npy,3.0143255571601912e-05,0.07467111200094223,0.0004933298332616687
train,study_0265,34,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0265_slice_0034_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0265_slice_034.npy,data/dataset2_mosmed/processed/infection_masks/study_0265_slice_034.npy,data/dataset2_mosmed/processed/lung_masks/study_0265_slice_034.npy,data/dataset2_mosmed/scribbles/study_0265_slice_034.npy,0.0002575131366029382,0.18244563043117523,0.02614077553153038
train,study_0266,0,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0266_slice_0000_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0266_slice_000.npy,data/dataset2_mosmed/processed/infection_masks/study_0266_slice_000.npy,data/dataset2_mosmed/processed/lung_masks/study_0266_slice_000.npy,data/dataset2_mosmed/scribbles/study_0266_slice_000.npy,0.0002032000047620386,0.10145813971757889,0.010426530614495277
train,study_0266,1,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0266_slice_0001_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0266_slice_001.npy,data/dataset2_mosmed/processed/infection_masks/study_0266_slice_001.npy,data/dataset2_mosmed/processed/lung_masks/study_0266_slice_001.npy,data/dataset2_mosmed/scribbles/study_0266_slice_001.npy,0.00010717911936808378,0.09343259781599045,0.0007786261267028749
train,study_0266,2,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0266_slice_0002_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0266_slice_002.npy,data/dataset2_mosmed/processed/infection_masks/study_0266_slice_002.npy,data/dataset2_mosmed/processed/lung_masks/study_0266_slice_002.npy,data/dataset2_mosmed/scribbles/study_0266_slice_002.npy,3.408059637877159e-05,0.9953336715698242,0.0011381072690710425
train,study_0266,3,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0266_slice_0003_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0266_slice_003.npy,data/dataset2_mosmed/processed/infection_masks/study_0266_slice_003.npy,data/dataset2_mosmed/processed/lung_masks/study_0266_slice_003.npy,data/dataset2_mosmed/scribbles/study_0266_slice_003.npy,1.232475187862292e-05,0.9996848702430725,0.0014424568507820368
train,study_0266,4,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0266_slice_0004_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0266_slice_004.npy,data/dataset2_mosmed/processed/infection_masks/study_0266_slice_004.npy,data/dataset2_mosmed/processed/lung_masks/study_0266_slice_004.npy,data/dataset2_mosmed/scribbles/study_0266_slice_004.npy,9.422631592315156e-06,0.9999904632568359,0.0021893582306802273
train,study_0266,5,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0266_slice_0005_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0266_slice_005.npy,data/dataset2_mosmed/processed/infection_masks/study_0266_slice_005.npy,data/dataset2_mosmed/processed/lung_masks/study_0266_slice_005.npy,data/dataset2_mosmed/scribbles/study_0266_slice_005.npy,2.6847814297070727e-05,0.9999972581863403,0.00250177807174623
train,study_0266,6,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0266_slice_0006_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0266_slice_006.npy,data/dataset2_mosmed/processed/infection_masks/study_0266_slice_006.npy,data/dataset2_mosmed/processed/lung_masks/study_0266_slice_006.npy,data/dataset2_mosmed/scribbles/study_0266_slice_006.npy,1.1983199328824412e-05,0.999779462814331,0.0014178785495460033
train,study_0266,7,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0266_slice_0007_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0266_slice_007.npy,data/dataset2_mosmed/processed/infection_masks/study_0266_slice_007.npy,data/dataset2_mosmed/processed/lung_masks/study_0266_slice_007.npy,data/dataset2_mosmed/scribbles/study_0266_slice_007.npy,1.7358819604851305e-05,0.12571562826633453,0.0003061820170842111
train,study_0266,8,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0266_slice_0008_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0266_slice_008.npy,data/dataset2_mosmed/processed/infection_masks/study_0266_slice_008.npy,data/dataset2_mosmed/processed/lung_masks/study_0266_slice_008.npy,data/dataset2_mosmed/scribbles/study_0266_slice_008.npy,3.32553536281921e-05,0.5056962370872498,0.0007102125673554838
train,study_0266,9,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0266_slice_0009_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0266_slice_009.npy,data/dataset2_mosmed/processed/infection_masks/study_0266_slice_009.npy,data/dataset2_mosmed/processed/lung_masks/study_0266_slice_009.npy,data/dataset2_mosmed/scribbles/study_0266_slice_009.npy,1.8034697859548032e-05,0.9998867511749268,0.0014516995288431644
train,study_0266,10,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0266_slice_0010_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0266_slice_010.npy,data/dataset2_mosmed/processed/infection_masks/study_0266_slice_010.npy,data/dataset2_mosmed/processed/lung_masks/study_0266_slice_010.npy,data/dataset2_mosmed/scribbles/study_0266_slice_010.npy,3.4067226806655526e-05,0.9999622106552124,0.001555036986246705
train,study_0266,11,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/train/study_0266_slice_0011_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0266_slice_011.npy,data/dataset2_mosmed/processed/infection_masks/study_0266_slice_011.npy,data/dataset2_mosmed/processed/lung_masks/study_0266_slice_011.npy,data/dataset2_mosmed/scribbles/study_0266_slice_011.npy,3.1634390325052664e-05,0.9948274493217468,0.0006365058943629265
