category,score,path,relative_to_project,size_mb,suffix
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_001_slice_0134.npy,data/processed/lung_masks/coronacases_001_slice_0134.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_009_slice_0130.npy,data/processed/lung_masks/coronacases_009_slice_0130.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_27_slice_0019.npy,data/processed/lung_masks/radiopaedia_27_slice_0019.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_008_slice_0130.npy,data/processed/lung_masks/coronacases_008_slice_0130.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_001_slice_0125.npy,data/processed/lung_masks/coronacases_001_slice_0125.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_10_slice_0343.npy,data/processed/lung_masks/radiopaedia_10_slice_0343.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_14_slice_0094.npy,data/processed/lung_masks/radiopaedia_14_slice_0094.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_004_slice_0099.npy,data/processed/lung_masks/coronacases_004_slice_0099.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_009_slice_0124.npy,data/processed/lung_masks/coronacases_009_slice_0124.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_001_slice_0197.npy,data/processed/lung_masks/coronacases_001_slice_0197.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_002_slice_0153.npy,data/processed/lung_masks/coronacases_002_slice_0153.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_001_slice_0236.npy,data/processed/lung_masks/coronacases_001_slice_0236.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0037.npy,data/processed/lung_masks/coronacases_005_slice_0037.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_10_slice_0130.npy,data/processed/lung_masks/radiopaedia_10_slice_0130.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_10_slice_0125.npy,data/processed/lung_masks/radiopaedia_10_slice_0125.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_10_slice_0369.npy,data/processed/lung_masks/radiopaedia_10_slice_0369.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_36_slice_0041.npy,data/processed/lung_masks/radiopaedia_36_slice_0041.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_007_slice_0040.npy,data/processed/lung_masks/coronacases_007_slice_0040.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_010_slice_0254.npy,data/processed/lung_masks/coronacases_010_slice_0254.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_006_slice_0134.npy,data/processed/lung_masks/coronacases_006_slice_0134.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_006_slice_0057.npy,data/processed/lung_masks/coronacases_006_slice_0057.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_001_slice_0218.npy,data/processed/lung_masks/coronacases_001_slice_0218.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_007_slice_0172.npy,data/processed/lung_masks/coronacases_007_slice_0172.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_008_slice_0122.npy,data/processed/lung_masks/coronacases_008_slice_0122.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_7_slice_0026.npy,data/processed/lung_masks/radiopaedia_7_slice_0026.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_004_slice_0000.npy,data/processed/lung_masks/coronacases_004_slice_0000.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_10_slice_0243.npy,data/processed/lung_masks/radiopaedia_10_slice_0243.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_27_slice_0057.npy,data/processed/lung_masks/radiopaedia_27_slice_0057.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_10_slice_0123.npy,data/processed/lung_masks/radiopaedia_10_slice_0123.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_004_slice_0189.npy,data/processed/lung_masks/coronacases_004_slice_0189.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_007_slice_0073.npy,data/processed/lung_masks/coronacases_007_slice_0073.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_007_slice_0179.npy,data/processed/lung_masks/coronacases_007_slice_0179.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_008_slice_0047.npy,data/processed/lung_masks/coronacases_008_slice_0047.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0070.npy,data/processed/lung_masks/coronacases_005_slice_0070.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_10_slice_0175.npy,data/processed/lung_masks/radiopaedia_10_slice_0175.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_006_slice_0184.npy,data/processed/lung_masks/coronacases_006_slice_0184.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_14_slice_0004.npy,data/processed/lung_masks/radiopaedia_14_slice_0004.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_4_slice_0016.npy,data/processed/lung_masks/radiopaedia_4_slice_0016.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_008_slice_0115.npy,data/processed/lung_masks/coronacases_008_slice_0115.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_7_slice_0011.npy,data/processed/lung_masks/radiopaedia_7_slice_0011.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_008_slice_0175.npy,data/processed/lung_masks/coronacases_008_slice_0175.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_006_slice_0183.npy,data/processed/lung_masks/coronacases_006_slice_0183.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_14_slice_0002.npy,data/processed/lung_masks/radiopaedia_14_slice_0002.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_27_slice_0053.npy,data/processed/lung_masks/radiopaedia_27_slice_0053.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0191.npy,data/processed/lung_masks/coronacases_005_slice_0191.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0084.npy,data/processed/lung_masks/coronacases_005_slice_0084.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_10_slice_0378.npy,data/processed/lung_masks/radiopaedia_10_slice_0378.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_008_slice_0056.npy,data/processed/lung_masks/coronacases_008_slice_0056.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_007_slice_0075.npy,data/processed/lung_masks/coronacases_007_slice_0075.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_004_slice_0188.npy,data/processed/lung_masks/coronacases_004_slice_0188.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_10_slice_0287.npy,data/processed/lung_masks/radiopaedia_10_slice_0287.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_004_slice_0152.npy,data/processed/lung_masks/coronacases_004_slice_0152.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_10_slice_0267.npy,data/processed/lung_masks/radiopaedia_10_slice_0267.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_10_slice_0262.npy,data/processed/lung_masks/radiopaedia_10_slice_0262.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_009_slice_0133.npy,data/processed/lung_masks/coronacases_009_slice_0133.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_10_slice_0305.npy,data/processed/lung_masks/radiopaedia_10_slice_0305.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_010_slice_0096.npy,data/processed/lung_masks/coronacases_010_slice_0096.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_008_slice_0078.npy,data/processed/lung_masks/coronacases_008_slice_0078.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_36_slice_0010.npy,data/processed/lung_masks/radiopaedia_36_slice_0010.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_002_slice_0105.npy,data/processed/lung_masks/coronacases_002_slice_0105.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_009_slice_0071.npy,data/processed/lung_masks/coronacases_009_slice_0071.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_008_slice_0042.npy,data/processed/lung_masks/coronacases_008_slice_0042.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_009_slice_0216.npy,data/processed/lung_masks/coronacases_009_slice_0216.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_010_slice_0269.npy,data/processed/lung_masks/coronacases_010_slice_0269.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_001_slice_0149.npy,data/processed/lung_masks/coronacases_001_slice_0149.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_10_slice_0081.npy,data/processed/lung_masks/radiopaedia_10_slice_0081.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_007_slice_0132.npy,data/processed/lung_masks/coronacases_007_slice_0132.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_006_slice_0130.npy,data/processed/lung_masks/coronacases_006_slice_0130.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_010_slice_0147.npy,data/processed/lung_masks/coronacases_010_slice_0147.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_006_slice_0071.npy,data/processed/lung_masks/coronacases_006_slice_0071.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_008_slice_0064.npy,data/processed/lung_masks/coronacases_008_slice_0064.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_009_slice_0127.npy,data/processed/lung_masks/coronacases_009_slice_0127.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_10_slice_0094.npy,data/processed/lung_masks/radiopaedia_10_slice_0094.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_10_slice_0357.npy,data/processed/lung_masks/radiopaedia_10_slice_0357.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0145.npy,data/processed/lung_masks/coronacases_005_slice_0145.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_009_slice_0118.npy,data/processed/lung_masks/coronacases_009_slice_0118.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_009_slice_0172.npy,data/processed/lung_masks/coronacases_009_slice_0172.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_009_slice_0205.npy,data/processed/lung_masks/coronacases_009_slice_0205.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_008_slice_0224.npy,data/processed/lung_masks/coronacases_008_slice_0224.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_004_slice_0031.npy,data/processed/lung_masks/coronacases_004_slice_0031.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_008_slice_0196.npy,data/processed/lung_masks/coronacases_008_slice_0196.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_40_slice_0073.npy,data/processed/lung_masks/radiopaedia_40_slice_0073.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_007_slice_0159.npy,data/processed/lung_masks/coronacases_007_slice_0159.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_002_slice_0133.npy,data/processed/lung_masks/coronacases_002_slice_0133.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_14_slice_0097.npy,data/processed/lung_masks/radiopaedia_14_slice_0097.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_009_slice_0164.npy,data/processed/lung_masks/coronacases_009_slice_0164.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_010_slice_0168.npy,data/processed/lung_masks/coronacases_010_slice_0168.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_006_slice_0097.npy,data/processed/lung_masks/coronacases_006_slice_0097.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_009_slice_0181.npy,data/processed/lung_masks/coronacases_009_slice_0181.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_007_slice_0030.npy,data/processed/lung_masks/coronacases_007_slice_0030.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_001_slice_0188.npy,data/processed/lung_masks/coronacases_001_slice_0188.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_006_slice_0120.npy,data/processed/lung_masks/coronacases_006_slice_0120.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_008_slice_0177.npy,data/processed/lung_masks/coronacases_008_slice_0177.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_009_slice_0042.npy,data/processed/lung_masks/coronacases_009_slice_0042.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_10_slice_0176.npy,data/processed/lung_masks/radiopaedia_10_slice_0176.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_009_slice_0166.npy,data/processed/lung_masks/coronacases_009_slice_0166.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_10_slice_0322.npy,data/processed/lung_masks/radiopaedia_10_slice_0322.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0062.npy,data/processed/lung_masks/coronacases_005_slice_0062.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_14_slice_0007.npy,data/processed/lung_masks/radiopaedia_14_slice_0007.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_009_slice_0046.npy,data/processed/lung_masks/coronacases_009_slice_0046.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_008_slice_0218.npy,data/processed/lung_masks/coronacases_008_slice_0218.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_003_slice_0058.npy,data/processed/lung_masks/coronacases_003_slice_0058.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_007_slice_0201.npy,data/processed/lung_masks/coronacases_007_slice_0201.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_10_slice_0335.npy,data/processed/lung_masks/radiopaedia_10_slice_0335.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_10_slice_0179.npy,data/processed/lung_masks/radiopaedia_10_slice_0179.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_10_slice_0239.npy,data/processed/lung_masks/radiopaedia_10_slice_0239.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_10_slice_0127.npy,data/processed/lung_masks/radiopaedia_10_slice_0127.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_008_slice_0038.npy,data/processed/lung_masks/coronacases_008_slice_0038.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_10_slice_0122.npy,data/processed/lung_masks/radiopaedia_10_slice_0122.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_008_slice_0171.npy,data/processed/lung_masks/coronacases_008_slice_0171.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_001_slice_0080.npy,data/processed/lung_masks/coronacases_001_slice_0080.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_002_slice_0115.npy,data/processed/lung_masks/coronacases_002_slice_0115.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_10_slice_0261.npy,data/processed/lung_masks/radiopaedia_10_slice_0261.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_002_slice_0037.npy,data/processed/lung_masks/coronacases_002_slice_0037.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_10_slice_0285.npy,data/processed/lung_masks/radiopaedia_10_slice_0285.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_007_slice_0050.npy,data/processed/lung_masks/coronacases_007_slice_0050.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_27_slice_0039.npy,data/processed/lung_masks/radiopaedia_27_slice_0039.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_010_slice_0156.npy,data/processed/lung_masks/coronacases_010_slice_0156.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_40_slice_0065.npy,data/processed/lung_masks/radiopaedia_40_slice_0065.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_007_slice_0165.npy,data/processed/lung_masks/coronacases_007_slice_0165.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_004_slice_0202.npy,data/processed/lung_masks/coronacases_004_slice_0202.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_40_slice_0046.npy,data/processed/lung_masks/radiopaedia_40_slice_0046.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_27_slice_0024.npy,data/processed/lung_masks/radiopaedia_27_slice_0024.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_36_slice_0016.npy,data/processed/lung_masks/radiopaedia_36_slice_0016.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_004_slice_0130.npy,data/processed/lung_masks/coronacases_004_slice_0130.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_008_slice_0091.npy,data/processed/lung_masks/coronacases_008_slice_0091.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_008_slice_0124.npy,data/processed/lung_masks/coronacases_008_slice_0124.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_009_slice_0073.npy,data/processed/lung_masks/coronacases_009_slice_0073.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_10_slice_0280.npy,data/processed/lung_masks/radiopaedia_10_slice_0280.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_40_slice_0069.npy,data/processed/lung_masks/radiopaedia_40_slice_0069.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_005_slice_0066.npy,data/processed/lung_masks/coronacases_005_slice_0066.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_006_slice_0103.npy,data/processed/lung_masks/coronacases_006_slice_0103.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_009_slice_0068.npy,data/processed/lung_masks/coronacases_009_slice_0068.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_004_slice_0066.npy,data/processed/lung_masks/coronacases_004_slice_0066.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_008_slice_0249.npy,data/processed/lung_masks/coronacases_008_slice_0249.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_36_slice_0030.npy,data/processed/lung_masks/radiopaedia_36_slice_0030.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_004_slice_0068.npy,data/processed/lung_masks/coronacases_004_slice_0068.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_001_slice_0119.npy,data/processed/lung_masks/coronacases_001_slice_0119.npy,0.063,.npy
prediction_or_mask,1,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/radiopaedia_14_slice_0027.npy,data/processed/lung_masks/radiopaedia_14_slice_0027.npy,0.063,.npy
